	Time	Time (s)	Logger Temperature [�F]	External Voltage [V]	Channel01 [mV]	Channel02 [mV]	Channel03 [mV]	Channel04 [mV]	Channel05 [mV]	Channel06 [mV]	Channel07 [mV]	Channel08 [mV]	InlineAcc [g]	LateralAcc [g]	VerticalAcc [g]	RollRate [deg/s]	PitchRate [deg/s]	YawRate [deg/s]	ECU_RPM [rpm]	EX_TEMP_2 [�F]	EX_TEMP_1 [�F]	ECU_GEAR [gear]	ECU_WH_SP_FL [mph]	ECU_WH_SP_RL [mph]	ECU_WH_SP_RR [mph]	ECU_WH_SP_FR [mph]	ECU_ECT [�F]	ECU_EXH_T [�F]	ECU_OIL_T [�F]	ECU_GBOX_T [�F]	ECU_IAT [�F]	ECU_AIR_T [�F]	ECU_AMB_T [�F]	ECU_FUEL_T [�F]	ECU_OIL_P [bar]	BRK_PRESS_F [bar]	BRK_PRESS_R [bar]	ECU_FUEL_P [bar]	ECU_BOOST_AIM [bar]	ECU_BOOST_P [bar]	ECU_AMB_P [bar]	COOL_PRESS [bar]	STEER_PRESS [bar]	ECU_MAP [bar]	IGN_CY8_TRIM_KNK [deg]	ECU_IGN_TIME [deg]	ECU_EX_CM_P2 [deg]	ECU_IN_CM_P2 [deg]	ECU_EX_CM_P1 [deg]	ECU_IN_CM_AIM [deg]	ECU_IN_CM_P1 [deg]	ECU_EX_CM_AIM [deg]	ECU_FUEL_TIME [deg]	IGN_CY1_TRIM_KNK [deg]	IGN_CY2_TRIM_KNK [deg]	IGN_CY3_TRIM_KNK [deg]	IGN_CY4_TRIM_KNK [deg]	IGN_CY5_TRIM_KNK [deg]	IGN_CY6_TRIM_KNK [deg]	IGN_CY7_TRIM_KNK [deg]	ECU_THROTTLE [%]	ECU_PEDAL_POS [%]	FUEL_CLOSE_LOOP1 [%]	FUEL_CLOSE_LOOP2 [%]	ECU_IN_CM_D2 [%]	ECU_ENG_LOAD_AVG [%]	ECU_EX_CM_D1 [%]	ECU_EX_CM_D2 [%]	ECU_FUE_IJ_DY [%]	ECU_ENG_EFICY [%]	ECU_IN_CM_D1 [%]	ECU_CY1_KNK [%]	ECU_CY2_KNK [%]	ECU_CY3_KNK [%]	ECU_CY4_KNK [%]	ECU_CY5_KNK [%]	ECU_CY6_KNK [%]	ECU_CY8_KNK [%]	ECU_IGN_O_LV [%]	ECU_FUE_O_LV [%]	FUEL_COMPOSITION [%]	ECU_BOOST_DTY [%]	ECU_ENG_RUN [ms]	ENG_RUN_TIME_TOT [ms]	ECU_V_BATT [V]	ECU_FUEL [l]	ECU_FUEL_USED [l]	ECU_FUEL_LEV [l]	EXHAUST_LAMBDA_1 [lambda]	EXHAUST_LAMBDA [lambda]	EXHAUST_LAMBDA_2 [lambda]	ECU_FUEL_MIX [lambda]	ECU_ENGINE_LOAD [#]	ECU_GEAR_LV [#]	ECU_IGN_CUT_REQ [#]	ECU_IGN_TIME_ST [#]	LAUNCH_STATE [#]	ANTI_LAG_STATE [#]	ECU_FUE_O_CN [#]	ECU_IGN_O_CN [#]	ECU_CY7_KNK [#]	WARNING_FLAG1 []	WARNING_FLAG2 []	
		47.120	113.128	13.238	-31.994	-42.973	-42.162	-41.997	-43.075	-42.853	-41.634	-43.275	-0.007	0.030	-0.998	-0.313	-0.292	-0.729	2401.355	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.868	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.309	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.549	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.000	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.140	113.121	13.238	-32.050	-43.098	-42.203	-41.965	-43.256	-43.040	-41.634	-43.169	-0.004	0.030	-0.994	-0.316	-0.272	-0.743	2403.593	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.868	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.286	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.530	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.000	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.160	113.115	13.237	-32.162	-43.213	-42.269	-41.943	-43.444	-43.182	-41.689	-43.036	-0.002	0.030	-0.990	-0.319	-0.266	-0.758	2405.725	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.867	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.264	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.512	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.000	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.180	113.109	13.237	-32.202	-43.235	-42.362	-41.963	-43.530	-43.248	-41.804	-42.907	0.001	0.031	-0.986	-0.321	-0.271	-0.771	2403.433	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.863	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.224	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.068	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.200	113.102	13.237	-32.111	-43.083	-42.503	-42.063	-43.427	-43.172	-42.029	-42.783	0.002	0.032	-0.982	-0.320	-0.280	-0.778	2392.926	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.849	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.153	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.264	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.220	113.095	13.236	-32.015	-42.925	-42.652	-42.168	-43.320	-43.092	-42.265	-42.653	0.001	0.032	-0.980	-0.316	-0.291	-0.770	2381.893	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.835	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.077	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.469	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.240	113.089	13.236	-32.281	-42.842	-42.571	-41.953	-43.377	-43.055	-42.272	-42.625	0.000	0.033	-0.980	-0.316	-0.304	-0.752	2371.386	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.822	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.005	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.665	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.260	113.083	13.236	-32.586	-42.767	-42.466	-41.703	-43.452	-43.023	-42.254	-42.607	-0.000	0.035	-0.981	-0.322	-0.312	-0.731	2360.879	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	1.809	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.933	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.860	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.280	113.076	13.236	-32.731	-42.708	-42.400	-41.640	-43.560	-43.018	-42.229	-42.611	-0.000	0.038	-0.983	-0.332	-0.309	-0.721	2362.238	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.413	491.000	95.000	419.000	419.000	86.000	1.801	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.006	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.899	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.300	113.070	13.235	-32.636	-42.673	-42.391	-41.856	-43.719	-43.054	-42.193	-42.646	-0.000	0.040	-0.987	-0.343	-0.293	-0.724	2381.396	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.445	491.000	95.000	419.000	419.000	86.000	1.800	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.296	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.038	128.704	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.320	113.063	13.235	-32.536	-42.636	-42.382	-42.083	-43.886	-43.092	-42.155	-42.683	-0.001	0.042	-0.993	-0.346	-0.268	-0.737	2401.513	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.479	491.000	95.000	419.000	419.000	86.000	1.800	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.600	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.037	128.498	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.340	113.057	13.235	-32.259	-42.809	-42.455	-42.082	-43.922	-42.905	-42.362	-42.512	-0.001	0.043	-0.996	-0.345	-0.246	-0.751	2420.672	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.512	491.000	95.000	419.000	419.000	86.000	1.800	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.890	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.036	128.303	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.360	113.050	13.234	-31.972	-42.993	-42.532	-42.069	-43.952	-42.706	-42.582	-42.331	-0.001	0.044	-0.996	-0.342	-0.228	-0.762	2439.830	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.544	491.000	95.000	419.000	419.000	86.000	1.799	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	19.180	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	8.000	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.034	128.108	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.380	113.044	13.234	-31.816	-43.101	-42.535	-42.104	-43.931	-42.649	-42.703	-42.136	-0.000	0.045	-0.994	-0.340	-0.220	-0.767	2445.177	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.695	491.000	95.000	419.000	419.000	86.000	1.798	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	19.229	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	7.944	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.035	128.022	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.400	113.037	13.234	-31.822	-43.116	-42.440	-42.201	-43.841	-42.769	-42.701	-41.913	-0.000	0.045	-0.993	-0.340	-0.226	-0.767	2433.064	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.005	491.000	95.000	419.000	419.000	86.000	1.794	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.971	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	7.814	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.036	128.073	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.420	113.031	13.233	-31.827	-43.131	-42.350	-42.294	-43.756	-42.884	-42.700	-41.700	-0.001	0.044	-0.993	-0.341	-0.246	-0.765	2421.529	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.300	491.000	95.000	419.000	419.000	86.000	1.791	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.725	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	7.690	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.038	128.122	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.440	113.024	13.233	-32.005	-43.148	-42.385	-42.143	-43.899	-42.704	-42.509	-41.925	-0.002	0.042	-0.995	-0.340	-0.274	-0.758	2409.994	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.595	491.000	95.000	419.000	419.000	86.000	1.788	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.479	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	7.566	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.040	128.171	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.460	113.018	13.233	-32.183	-43.164	-42.420	-41.991	-44.041	-42.524	-42.318	-42.150	-0.005	0.041	-0.999	-0.336	-0.296	-0.746	2398.458	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.890	491.000	95.000	419.000	419.000	86.000	1.785	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.233	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.500	0.000	0.000	7.442	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	13.000	0.000	1.340	255.000	0.500	0.500	2.550	1.042	128.220	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.480	113.016	13.232	-32.336	-43.184	-42.413	-41.915	-44.058	-42.320	-42.136	-42.353	-0.009	0.040	-1.002	-0.326	-0.302	-0.732	2389.481	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.890	491.000	95.000	419.000	419.000	86.000	1.787	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.064	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.499	0.000	0.000	7.404	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.995	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.284	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.500	113.019	13.231	-32.470	-43.209	-42.362	-41.914	-43.944	-42.080	-41.956	-42.542	-0.012	0.037	-1.005	-0.315	-0.297	-0.715	2382.740	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.580	491.000	95.000	419.000	419.000	86.000	1.794	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.967	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.497	0.000	0.000	7.454	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.983	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.368	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.520	113.022	13.230	-32.597	-43.239	-42.309	-41.904	-43.841	-41.868	-41.797	-42.712	-0.013	0.034	-1.004	-0.307	-0.292	-0.704	2376.321	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.285	491.000	95.000	419.000	419.000	86.000	1.801	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.875	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.495	0.000	0.000	7.502	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.972	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.448	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.540	113.024	13.229	-32.722	-43.385	-42.184	-41.725	-43.838	-41.975	-41.863	-42.693	-0.011	0.032	-1.000	-0.304	-0.290	-0.699	2369.901	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.990	491.000	95.000	419.000	419.000	86.000	1.809	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.783	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.494	0.000	0.000	7.550	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.962	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.528	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.560	113.027	13.228	-32.847	-43.531	-42.059	-41.546	-43.836	-42.083	-41.930	-42.674	-0.008	0.031	-0.989	-0.304	-0.290	-0.699	2363.482	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.695	491.000	95.000	419.000	419.000	86.000	1.816	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.691	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.492	0.000	0.000	7.598	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.951	0.000	1.340	255.000	0.500	0.500	2.550	1.044	128.608	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.580	113.030	13.227	-32.858	-43.502	-42.032	-41.568	-43.705	-42.230	-41.936	-42.620	-0.006	0.030	-0.962	-0.309	-0.284	-0.724	2368.898	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.739	491.000	95.000	419.000	419.000	86.000	1.832	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	17.785	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.480	0.000	0.000	7.665	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.880	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.567	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.600	113.033	13.226	-32.783	-43.345	-42.081	-41.738	-43.490	-42.395	-41.897	-42.544	-0.006	0.025	-0.924	-0.321	-0.263	-0.789	2382.740	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.034	491.000	95.000	419.000	419.000	86.000	1.853	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.011	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.462	0.000	0.000	7.741	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.771	0.000	1.340	255.000	0.500	0.500	2.550	1.043	128.438	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.620	113.036	13.225	-32.692	-43.176	-42.142	-41.907	-43.315	-42.523	-41.863	-42.487	-0.008	0.019	-0.892	-0.338	-0.243	-0.865	2396.583	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.330	491.000	95.000	419.000	419.000	86.000	1.874	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.237	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.444	0.000	0.000	7.817	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.662	0.000	1.340	255.000	0.500	0.500	2.550	1.042	128.309	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		47.640	113.038	13.224	-32.460	-42.908	-42.313	-42.068	-43.495	-42.317	-41.872	-42.607	-0.010	0.014	-0.885	-0.351	-0.242	-0.906	2410.425	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-1.625	491.000	95.000	419.000	419.000	86.000	1.895	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	-10.000	3276.700	-3276.700	3276.700	18.463	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	4.425	0.000	0.000	7.893	7.600	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	46999.496	54719956.000	12.553	0.000	1.340	255.000	0.500	0.500	2.550	1.041	128.180	622.300	5.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
